title,Series Title,Runtime,Genre,Rating,Cast,Synopsis
Northern Exposure,(1990–1995),60 min,"Comedy, Drama",8.3,"Rob Morrow, Janine Turner, Barry Corbin, John Cullum",A newly graduated doctor is required to set up his practice in an eccentric Alaskan town.
Lilyhammer,(2012–2014),45 min,"Comedy, Crime, Drama",7.9,"Steven Van Zandt, Trond Fausa, Steinar Sagen, Marian Saastad Ottesen",A New York mobster goes into hiding in rural Lillehammer in Norway after testifying against his former associates.
Sneaky Pete,(2015–2019),60 min,"Crime, Thriller",8.1,"Giovanni Ribisi, Marin Ireland, Shane McRae, Libe Barer","A con man on the run from a vicious gangster takes cover by assuming the identity of his prison cellmate Pete, and reuniting with Pete's estranged family, which threatens to drag him into a world just as dangerous as the one he's escaping."
George Lopez,(2002–2007),30 min,"Comedy, Drama",6.8,"George Lopez, Constance Marie, Luis Armand Garcia, Valente Rodriguez",Comedian George Lopez stars as a Los Angeles manufacturing plant manager attempting to deal with his wacky family along with random mishaps.
Condor,(2018–2020),60 min,"Action, Drama, Thriller",7.7,"Max Irons, Kristen Hager, Bob Balaban, Sam McCarthy","A brilliant, young, idealistic CIA analyst finds himself in the middle of a conspiracy that kills everyone else at his office. Can he, with no field experience, stay alive long enough to get to the bottom of it?"
Future Man,(2017–2020),30 min,"Action, Adventure, Comedy",7.7,"Josh Hutcherson, Eliza Coupe, Derek Wilson, Haley Joel Osment","Josh Futturman, a janitor by day and a gamer by night, is recruited by mysterious visitors to travel through time to prevent the extinction of humanity."
The Syndicate,(I) (2012– ),60 min,"Drama, Mystery",7.4,"Lorraine Bruce, Katherine Rose Morley, Kieran Urquhart, Taj Atwal",Each series features a different group of people whose lives turn upside down after they jointly win the lottery.
Traitors,-2019,60 min,"History, Thriller",6.6,"Emma Appleton, Brandon P Bell, Keeley Hawes, Luke Treadaway",A British civil servant agrees to spy on her own government for the Americans in the aftermath of WWII.
The League,(I) (2009–2015),22 min,"Comedy, Sport",8.3,"Mark Duplass, Jonathan Lajoie, Nick Kroll, Stephen Rannazzisi",An ensemble comedy that follows a group of old friends in a fantasy football league who care deeply about one another -- so deeply that they use every opportunity to make each other's lives miserable.
Party of Five,(1994–2000),60 min,"Drama, Family",6.8,"Matthew Fox, Scott Wolf, Neve Campbell, Lacey Chabert",Five siblings raise each other following their parents' untimely deaths.
Jurassic World: Camp Cretaceous,(2020–2022),24 min,"Animation, Action, Adventure",7.5,"Paul-Mikél Williams, Kausar Mohammed, Raini Rodriguez, Jenna Ortega",Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.
Cunk on Earth,(2022– ),29 min,"Documentary, Comedy",8.4,"Diane Morgan, Jim Al-Khalili, Shirley J. Thompson, Douglas Hedley",Follows Philomena Cunk as she comically tells the story of our greatest inventions and asks experts hard-hitting questions about humanity's progress.
Debris,-2021,****,"Drama, Mystery, Sci-Fi",6.5,"Jonathan Tucker, Riann Steele, Norbert Leo Butz, Scroobius Pip","Two agents from two different continents and two different mindsets, must work together to investigate when wreckage from a destroyed alien spacecraft has mysterious effects on humankind."
Alfred Hitchcock Presents,(1955–1962),25 min,"Comedy, Crime, Drama",8.5,"Alfred Hitchcock, Harry Tyler, John Williams, Patricia Hitchcock","Series of unrelated short stories covering elements of crime, horror, drama, and comedy about people of different backgrounds committing murders, suicides, thefts, and other sorts of crime caused by certain motivations, perceived or not."
Chesapeake Shores,(2016–2022),42 min,"Drama, Family",7.5,"Meghan Ory, Barbara Niven, Laci J Mailey, Emilie Ullerup","A young woman returns to her hometown to help save her sister's failing inn, where she contends with memories and faces from her past."
Hannah Montana,(2006–2011),23 min,"Comedy, Family, Music",5.2,"Miley Cyrus, Emily Osment, Jason Earles, Billy Ray Cyrus",Adventures of a teenage pop star who keeps her identity secret from even her closest friends by using a disguise on-stage.
The Brady Bunch,(1969–1974),30 min,"Comedy, Family",6.8,"Robert Reed, Florence Henderson, Ann B. Davis, Maureen McCormick",The misadventures of a large family united when a widower and a widow marry.
Regular Show,(2009–2017),23 min,"Animation, Action, Adventure",8.5,"J.G. Quintel, William Salyers, Sam Marin, Mark Hamill",The daily surreal adventures of a blue jay and raccoon duo that attempt to deal with their mundane jobs as groundskeepers at the local park.
Catastrophe,(2015–2019),24 min,Comedy,8.2,"Sharon Horgan, Rob Delaney, Mark Bonnar, Ashley Jensen",American man Rob gets Irish woman Sharon pregnant when they hook up for a week while he is on a business trip in London.
The Missing,(2014–2016),60 min,"Crime, Drama, Mystery",8.2,"Tchéky Karyo, Anastasia Hille, James Nesbitt, Frances O'Connor",Tony and Emily Hughes' vacation turns into a nightmare when their 5-year-old son Oliver disappears from a large celebrating crowd in Northern France.
PAW Patrol,(2013– ),23 min,"Animation, Adventure, Comedy",6.1,"Ron Pardo, Kallan Holley, Devan Cohen, Solomon Brown","Led by a boy named Ryder, a team of six playful rescue dogs use their individual talents to protect the seaside town of Adventure Bay. The pups are occasionally joined by newer helpers: Cap'n Turbot, Robo-Dog, Everest, and Tracker."
Tokyo Revengers,(2021– ),24 min,"Animation, Action, Drama",8,"Griffin Puatu, Darren O'Hare, Tatsuhisa Suzuki, Azumi Waki","Hanagaki Takemichi lives an unsatisfying life right up until his death. Waking up 12 years in the past, he reckons with the eventual fate of his friends and tries to prevent an unfortunate future."
Unbreakable Kimmy Schmidt,(2015–2020),30 min,Comedy,7.6,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane",A woman is rescued from a doomsday cult and starts life over again in New York City.
The Man from U.N.C.L.E.,(1964–1968),50 min,"Action, Adventure, Crime",7.7,"Robert Vaughn, David McCallum, Leo G. Carroll, John Herman Shaner","The two top Agents of the United Network Command for Law and Enforcement (U.N.C.L.E.) fight the enemies of peace, particularly the forces of T.H.R.U.S.H."
Khakee: The Bihar Chapter,(2022– ),45 min,"Action, Crime, Drama",8.2,"Karan Tacker, Avinash Tiwary, Nikita Dutta, Jatin Sarna","As a righteous cop pursues a merciless criminal in Bihar, he finds himself navigating a deadly chase and a moral battle mired in corruption."
Dance Monsters,(2022– ),****,"Game-Show, Reality-TV",5.6,"Ashley Roberts, Ashley Banjo, Lele Pons, Ne-Yo","A dancing competition with a monster twist that has never been seen before, giving a colorful global stage to people passionate about dance. Competitors transform into lovable and fantastical dance monsters in front of a panel of judges."
Good Witch,(2015–2021),48 min,"Comedy, Drama, Fantasy",7.3,"Catherine Bell, Catherine Disher, James Denton, Kylee Evans","""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo."
Workaholics,(2011–2017),22 min,Comedy,8.1,"Blake Anderson, Adam Devine, Anders Holm, Maribeth Monroe","A single-camera comedy featuring three friends who work together as telemarketers from 9 to 5, and live together from 5 to 9."
American Housewife,(2016–2021),30 min,Comedy,7.4,"Katy Mixon, Diedrich Bader, Daniel DiMaggio, Ali Wong","A family comedy narrated by Katie, a strong-willed mother, raising her flawed family in a wealthy town filled with perfect wives and their perfect offspring."
Them,(2021– ),45 min,"Drama, Horror, Thriller",7.4,"Deborah Ayorinde, Ashley Thomas, Shahadi Wright Joseph, Alison Pill","A black family moves to an all-white Los Angeles neighborhood where malevolent forces, next door and otherworldly, threaten to taunt, ravage and destroy them."
The Fosters,(2013–2018),60 min,"Drama, Romance",8,"Teri Polo, Sherri Saum, Hayden Byerly, David Lambert","Teenager Callie Jacob is placed in a foster home with a lesbian couple and their blend of biological, adoptive, and foster children."
Hell's Kitchen,(2005– ),42 min,"Game-Show, Reality-TV",7.1,"Gordon Ramsay, Jean Philippe Susilovic, Scott Leibfried, Jason Thompson","World renowned chef Gordon Ramsay puts aspiring young chefs through rigorous cooking challenges and dinner services at his restaurant in Hollywood, ""Hell's Kitchen""."
Reno 911!,(2003– ),22 min,"Comedy, Crime",7.9,"Thomas Lennon, Cedric Yarbrough, Robert Ben Garant, Kerri Kenney","An irreverent look at what goes on behind the scenes in Reno, Nevada's Sheriff's Department."
Ancient Apocalypse,(2022– ),30 min,"Documentary, History",7.4,"Graham Hancock, Joe Rogan, Martin Sweatman, Randall Carlson",What if everything we know about prehistory is wrong? Journalist Graham Hancock visits archaeological sites around the world investigating if a civilization far more advanced than we ever believed possible existed thousands of years ago.
Versailles,(2015–2018),52 min,"Biography, Drama, History",7.9,"George Blagden, Alexander Vlahos, Tygh Runyan, Stuart Bowman","In 1667, 28-year-old all-powerful king of France, Louis XIV, decides to build the greatest palace in the world - Versailles. But drained budget, affairs and political intrigues complicate things."
Ramy,(2019– ),30 min,"Comedy, Drama, Romance",8,"Ramy Youssef, Amr Waked, Mohammed Amer, Dave Merheje","In New Jersey, Ramy, son of Egyptian immigrants, begins a spiritual journey, divided between his Muslim community, God and his friends who see endless possibilities."
Batwoman,(2019–2022),45 min,"Action, Adventure, Crime",3.4,"Camrus Johnson, Rachel Skarsten, Meagan Tandy, Nicole Kang",Batwoman seeks justice for Gotham City.
Brassic,(2019– ),43 min,"Comedy, Drama",8.4,"Joe Gilgun, Michelle Keegan, Damien Molony, Tom Hanson","Comedy series about Vinnie and Dylan, who have grown up together and are inseparable. When Dylan's girlfriend wants to move in search of a better life for her and her son, he must face the hardest decision of his life."
Lopez vs. Lopez,(2022– ),22 min,"Short, Comedy, Drama",5.6,"George Lopez, Mayan Lopez, Matt Shively, Al Madrigal","A working-class family comedy about dysfunction, reconnection, and all the pain and joy in between."
Suspicion,-2022,46 min,"Crime, Drama, Thriller",6.2,"Kunal Nayyar, Georgina Campbell, Elizabeth Henstridge, Angel Coulby","Five ordinary Brits are accused of kidnapping the son of a prominent U.S. media mogul. They embark on a desperate race against time to prove their innocence, but will anyone believe them - and are they telling the truth?"
GLOW,(2017–2019),35 min,"Comedy, Drama, Sport",8,"Alison Brie, Marc Maron, Betty Gilpin, Britt Baron",A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.
Dix pour cent,(2015–2020),52 min,"Comedy, Drama",8.3,"Camille Cottin, Thibault de Montalembert, Grégory Montel, Liliane Rovère",French serial about the lives and jobs of people working at a talent agency.
Gavin & Stacey,(2007–2019),29 min,"Comedy, Romance",8.2,"Joanna Page, Mathew Horne, Alison Steadman, Ruth Jones",Gavin and Stacey have been continuing their romance on-line and by telephone for the last six months. Now they want to be together but will their friends and family let them?
Good Trouble,(2019– ),45 min,"Comedy, Drama, Romance",7.5,"Cierra Ramirez, Zuri Adele, Sherry Cola, Emma Hunton",Callie and Mariana Foster move to Los Angeles and begin their lives as young adults.
Iron Fist,(2017–2018),55 min,"Action, Adventure, Crime",6.4,"Finn Jones, Jessica Henwick, Jessica Stroup, Tom Pelphrey",A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.
Nip/Tuck,(2003–2010),44 min,Drama,7.7,"Dylan Walsh, Julian McMahon, Joely Richardson, John Hensley",The dark and twisted trials of two plastic surgeons.
Power Book IV: Force,(2022– ),57 min,"Crime, Drama",8.1,"Joseph Sikora, Shane Harper, Isaac Keys, Kris D. Lofton",Follows Tommy Egan after he cuts ties and puts New York in his rear-view mirror for good.
Homecoming,(2018–2020),30 min,"Drama, Mystery, Thriller",7.4,"Stephan James, Bobby Cannavale, Hong Chau, Alex Karpovsky","An anthology series centered around the mysterious Geist Group, an unconventional wellness company and their equally unorthodox program, the Homecoming Initiative."
The Great British Bake Off,(2010– ),60 min,Reality-TV,8.6,"Paul Hollywood, Mary Berry, Prue Leith, Noel Fielding",Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.
Dynasty,(1981–1989),60 min,"Drama, Romance",6.3,"John Forsythe, Linda Evans, Joan Collins, Gordon Thomson","The trials and tribulations of two feuding families, the Carringtons and the Colbys, both oil rich families in Denver, Colorado."
